transactions_id,status,mode,Sale_Date,customer_id,gender,age,category,product,region,quantiy,price_per_unit,cogs,total_sale
464,Failed,Bank Transfer,06-03-2022,24,Male,38,Electronics,Speaker,north,2,300,75,600
484,Success,PayPal,13-03-2022,135,Female,19,Clothing,Jacket,north,4,300,75,1200
591,Pending,Credit Card,21-03-2022,94,Male,53,Electronics,Light,east,4,25,6.5,100
1003,Failed,Bank Transfer,26-01-2022,80,Male,50,Electronics,Headphone,west,1,30,15.9,30
1464,Success,PayPal,13-11-2022,80,Male,38,Electronics,Light,north,2,300,126,600
1484,Pending,Credit Card,23-11-2022,22,Female,19,Clothing,Pant,north,4,300,147,1200
1591,Failed,Bank Transfer,29-09-2022,62,Male,53,Electronics,Headphone,west,4,25,7,100
21,Success,PayPal,11-07-2022,59,Female,50,Beauty,Face Serum,South,1,500,275,500
708,Pending,Credit Card,06-04-2022,62,Female,43,Beauty,Face Wash,north,3,300,87,900
713,Failed,Bank Transfer,16-04-2022,39,Male,34,Beauty,Face Serum,South,3,25,11.25,75
768,Success,PayPal,27-06-2022,58,Female,24,Beauty,Moisturizer,South,3,25,10.5,75
1021,Pending,Credit Card,11-06-2022,44,Female,50,Beauty,Face Wash,north,1,500,155,500
1708,Failed,Bank Transfer,08-02-2022,41,Female,43,Beauty,Face Serum,north,3,300,162,900
1713,Success,PayPal,03-10-2022,90,Male,34,Beauty,Face Wash,north,3,25,10.75,75
1768,Pending,Credit Card,31-07-2022,85,Female,24,Beauty,Face Serum,north,3,25,8.75,75
499,Failed,Bank Transfer,03-04-2022,15,Male,46,Beauty,Face Wash,east,2,30,16.5,60
697,Success,PayPal,25-12-2022,152,Male,53,Clothing,Shirt,north,1,500,200,500
831,Pending,Credit Card,30-11-2022,149,Male,27,Electronics,Light,South,4,25,13.75,100
1499,Failed,Bank Transfer,23-09-2022,3,Male,46,Beauty,Moisturizer,South,2,30,11.7,60
1697,Success,PayPal,18-12-2022,54,Male,53,Clothing,Jacket,north,1,500,265,500
1831,Pending,Credit Card,26-03-2022,80,Male,27,Electronics,Fan,west,4,25,6.5,100
15,Failed,Bank Transfer,01-07-2022,75,Female,42,Electronics,Fan,east,4,500,210,2000
743,Success,PayPal,07-08-2022,55,Female,34,Beauty,Lip Balm,west,4,500,260,2000
1015,Pending,Credit Card,09-03-2022,94,Female,42,Electronics,Fan,west,4,500,200,2000
1743,Failed,Bank Transfer,26-10-2022,47,Female,34,Beauty,Moisturizer,east,4,500,250,2000
14,Success,PayPal,18-05-2022,8,Male,64,Clothing,Shirt,east,4,30,13.2,120
103,Pending,Credit Card,12-11-2022,33,Female,59,Clothing,Shirt,South,1,25,10.75,25
238,Failed,Bank Transfer,10-05-2022,20,Female,39,Beauty,Face Wash,east,1,500,150,500
986,Success,PayPal,01-08-2022,65,Female,49,Clothing,Jacket,west,2,500,200,1000
1014,Pending,Credit Card,04-02-2022,147,Male,64,Clothing,Sweater,east,4,30,11.4,120
1103,Failed,Bank Transfer,14-02-2022,61,Female,59,Clothing,Jacket,west,1,25,6.75,25
1238,Success,PayPal,17-09-2022,129,Female,39,Beauty,Moisturizer,South,1,500,165,500
1986,Pending,Credit Card,14-09-2022,29,Female,49,Clothing,Sweater,north,2,500,145,1000
438,Failed,Bank Transfer,31-08-2022,88,Female,42,Clothing,Sweater,north,1,30,15.9,30
1438,Success,PayPal,07-01-2022,72,Female,42,Clothing,Pant,South,1,30,13.8,30
475,Pending,Credit Card,12-08-2022,78,Male,26,Clothing,Sweater,north,3,25,9,75
505,Failed,Bank Transfer,17-12-2022,86,Male,24,Beauty,Face Serum,west,1,50,19.5,50
1475,Success,PayPal,04-10-2022,132,Male,26,Clothing,Pant,west,3,25,10.75,75
1505,Pending,Credit Card,30-10-2022,98,Male,24,Beauty,Face Serum,west,1,50,14.5,50
344,Failed,Bank Transfer,17-07-2022,69,Female,42,Beauty,Face Serum,west,1,30,7.5,30
448,Success,PayPal,19-03-2022,86,Female,54,Beauty,Face Serum,west,2,30,16.2,60
742,Pending,Credit Card,19-03-2022,37,Female,38,Electronics,Fan,South,4,500,195,2000
1344,Failed,Bank Transfer,18-12-2022,144,Female,42,Beauty,Face Wash,west,1,30,11.1,30
1448,Success,PayPal,16-05-2022,51,Female,54,Beauty,Face Wash,west,2,30,9.3,60
1742,Pending,Credit Card,22-11-2022,18,Female,38,Electronics,Fan,South,4,500,220,2000
445,Failed,Bank Transfer,14-04-2022,132,Female,53,Electronics,Fan,east,1,300,138,300
787,Success,PayPal,10-06-2022,25,Male,41,Electronics,Headphone,west,1,25,13.75,25
1445,Pending,Credit Card,19-04-2022,31,Female,53,Electronics,Light,north,1,300,129,300
1787,Failed,Bank Transfer,30-05-2022,104,Male,41,Electronics,Headphone,east,1,25,10,25
49,Success,PayPal,17-09-2022,37,Female,54,Electronics,Fan,north,2,500,255,1000
420,Pending,Credit Card,02-01-2022,28,Female,22,Clothing,Sweater,north,4,500,200,2000
519,Failed,Bank Transfer,08-04-2022,52,Female,36,Electronics,Speaker,east,4,30,16.5,120
1049,Success,PayPal,16-05-2022,143,Female,54,Electronics,Speaker,west,2,500,125,1000
1420,Pending,Credit Card,15-04-2022,138,Female,22,Clothing,Pant,east,4,500,205,2000
1519,Failed,Bank Transfer,08-01-2022,139,Female,36,Electronics,Speaker,South,4,30,9.3,120
64,Success,PayPal,15-11-2022,7,Male,49,Clothing,Pant,west,4,25,8.5,100
592,Pending,Credit Card,26-12-2022,77,Female,46,Beauty,Face Wash,north,4,500,275,2000
912,Failed,Bank Transfer,31-10-2022,122,Male,51,Beauty,Moisturizer,west,3,50,20.5,150
1064,Success,PayPal,14-04-2022,49,Male,49,Clothing,Pant,east,4,25,13.75,100
1592,Pending,Credit Card,16-03-2022,81,Female,46,Beauty,Moisturizer,north,4,500,155,2000
1912,Failed,Bank Transfer,27-05-2022,146,Male,51,Beauty,Lip Balm,west,3,50,22,150
134,Success,PayPal,25-08-2022,132,Male,49,Electronics,Headphone,west,1,50,16,50
1134,Pending,Credit Card,05-08-2022,106,Male,49,Electronics,Light,east,1,50,24,50
288,Failed,Bank Transfer,02-05-2022,27,Male,28,Clothing,Pant,west,4,30,12,120
323,Success,PayPal,21-01-2022,97,Female,29,Beauty,Lip Balm,South,3,300,150,900
618,Pending,Credit Card,13-10-2022,5,Female,27,Beauty,Face Wash,east,1,50,26,50
720,Failed,Bank Transfer,08-04-2022,116,Female,56,Beauty,Moisturizer,east,3,500,235,1500
1288,Success,PayPal,05-04-2022,26,Male,28,Clothing,Jacket,South,4,30,9,120
1323,Pending,Credit Card,15-08-2022,136,Female,29,Beauty,Moisturizer,north,3,300,114,900
1618,Failed,Bank Transfer,15-09-2022,118,Female,27,Beauty,Lip Balm,west,1,50,13.5,50
1720,Success,PayPal,10-10-2022,28,Female,56,Beauty,Lip Balm,east,3,500,190,1500
415,Pending,Credit Card,05-01-2022,85,Male,53,Clothing,Sweater,east,2,30,8.1,60
736,Failed,Bank Transfer,18-12-2022,97,Male,29,Clothing,Shirt,north,4,25,9.75,100
929,Success,PayPal,11-03-2022,40,Female,23,Beauty,Moisturizer,South,3,25,10.5,75
1415,Pending,Credit Card,06-03-2022,146,Male,53,Clothing,Shirt,west,2,30,15.3,60
1736,Failed,Bank Transfer,28-08-2022,87,Male,29,Clothing,Sweater,west,4,25,10.25,100
1929,Success,PayPal,15-09-2022,62,Female,23,Beauty,Lip Balm,north,3,25,12.75,75
264,Pending,Credit Card,26-12-2022,111,Male,47,Clothing,Pant,north,3,300,150,900
913,Failed,Bank Transfer,12-10-2022,78,Male,29,Electronics,Fan,South,3,30,16.5,90
940,Success,PayPal,05-01-2022,46,Female,20,Electronics,Light,South,1,30,9.6,30
1264,Pending,Credit Card,27-05-2022,82,Male,47,Clothing,Jacket,west,3,300,123,900
1913,Failed,Bank Transfer,23-06-2022,101,Male,29,Electronics,Headphone,east,3,30,14.1,90
1940,Success,PayPal,15-06-2022,56,Female,20,Electronics,Headphone,east,1,30,11.1,30
101,Pending,Credit Card,08-01-2022,24,Male,32,Clothing,Jacket,South,2,300,135,600
1101,Failed,Bank Transfer,17-05-2022,15,Male,32,Clothing,Jacket,west,2,300,132,600
189,Success,PayPal,02-01-2022,143,Male,63,Beauty,Moisturizer,east,1,50,14.5,50
317,Pending,Credit Card,04-05-2022,117,Male,22,Electronics,Fan,South,3,30,12,90
322,Failed,Bank Transfer,19-10-2022,13,Male,51,Electronics,Fan,north,1,500,125,500
329,Success,PayPal,27-10-2022,52,Female,46,Electronics,Fan,west,4,25,8,100
1189,Pending,Credit Card,07-12-2022,104,Male,63,Beauty,Face Wash,east,1,50,20.5,50
1317,Failed,Bank Transfer,25-08-2022,144,Male,22,Electronics,Speaker,north,3,30,12,90
1322,Success,PayPal,14-11-2022,10,Male,51,Electronics,Speaker,north,1,500,250,500
1329,Pending,Credit Card,27-01-2022,119,Female,46,Electronics,Headphone,west,4,25,9.25,100
235,Failed,Bank Transfer,10-03-2022,132,Female,23,Electronics,Headphone,west,2,500,275,1000
300,Success,PayPal,08-01-2022,138,Female,19,Electronics,Fan,east,4,50,26.5,200
964,Pending,Credit Card,26-08-2022,15,Male,24,Clothing,Jacket,west,3,300,156,900
1235,Failed,Bank Transfer,04-04-2022,87,Female,23,Electronics,Headphone,east,2,500,220,1000
1300,Success,PayPal,08-08-2022,7,Female,19,Electronics,Light,north,4,50,24,200
1964,Pending,Credit Card,02-08-2022,115,Male,24,Clothing,Pant,South,3,300,111,900
269,Failed,Bank Transfer,19-09-2022,87,Male,25,Clothing,Jacket,north,4,500,250,2000
320,Success,PayPal,20-04-2022,57,Female,28,Electronics,Light,north,4,300,159,1200
673,Pending,Credit Card,04-07-2022,18,Female,43,Clothing,Sweater,South,3,500,270,1500
1269,Failed,Bank Transfer,01-01-2022,71,Male,25,Clothing,Jacket,South,4,500,145,2000
1320,Success,PayPal,02-11-2022,102,Female,28,Electronics,Speaker,east,4,300,84,1200
1673,Pending,Credit Card,14-06-2022,42,Female,43,Clothing,Pant,east,3,500,185,1500
142,Failed,Bank Transfer,08-04-2022,61,Male,35,Electronics,Headphone,west,4,300,138,1200
223,Success,PayPal,15-01-2022,61,Female,64,Clothing,Sweater,west,1,25,12,25
666,Pending,Credit Card,03-03-2022,49,Male,51,Electronics,Speaker,east,3,50,16,150
1142,Failed,Bank Transfer,09-11-2022,2,Male,35,Electronics,Light,South,4,300,114,1200
1223,Success,PayPal,20-02-2022,106,Female,64,Clothing,Sweater,north,1,25,9.75,25
1666,Pending,Credit Card,08-12-2022,125,Male,51,Electronics,Headphone,west,3,50,21,150
107,Failed,Bank Transfer,06-10-2022,75,Female,21,Clothing,Jacket,west,4,300,78,1200
933,Success,PayPal,19-09-2022,81,Male,22,Beauty,Face Serum,west,1,30,12.9,30
1107,Pending,Credit Card,31-12-2022,62,Female,21,Clothing,Shirt,east,4,300,102,1200
1933,Failed,Bank Transfer,12-01-2022,121,Male,22,Beauty,Moisturizer,east,1,30,14.4,30
237,Success,PayPal,11-04-2022,105,Female,50,Beauty,Lip Balm,west,2,500,165,1000
335,Pending,Credit Card,02-02-2022,2,Female,47,Beauty,Moisturizer,South,4,30,10.8,120
1237,Failed,Bank Transfer,23-02-2022,48,Female,50,Beauty,Moisturizer,east,2,500,215,1000
1335,Success,PayPal,27-05-2022,117,Female,47,Beauty,Face Wash,north,4,30,8.7,120
63,Pending,Credit Card,03-02-2022,127,Male,57,Electronics,Fan,east,2,25,6.25,50
195,Failed,Bank Transfer,14-08-2022,10,Male,52,Clothing,Shirt,north,1,30,9.3,30
333,Success,PayPal,06-10-2022,21,Female,54,Electronics,Fan,east,4,300,99,1200
379,Pending,Credit Card,01-06-2022,76,Female,47,Clothing,Pant,north,1,25,8.5,25
490,Failed,Bank Transfer,27-01-2022,43,Male,34,Clothing,Sweater,west,3,50,18.5,150
530,Success,PayPal,01-05-2022,8,Female,18,Electronics,Light,west,4,30,9,120
740,Pending,Credit Card,01-12-2022,33,Female,25,Beauty,Lip Balm,east,4,50,13,200
793,Failed,Bank Transfer,27-05-2022,1,Male,54,Beauty,Face Wash,north,1,30,14.7,30
1063,Success,PayPal,04-08-2022,56,Male,57,Electronics,Fan,east,2,25,11,50
1195,Pending,Credit Card,21-09-2022,55,Male,52,Clothing,Sweater,South,1,30,12,30
1333,Failed,Bank Transfer,01-11-2022,151,Female,54,Electronics,Headphone,South,4,300,165,1200
1379,Success,PayPal,02-01-2022,69,Female,47,Clothing,Sweater,South,1,25,7.25,25
1490,Pending,Credit Card,26-10-2022,155,Male,34,Clothing,Jacket,east,3,50,17,150
1530,Failed,Bank Transfer,10-12-2022,93,Female,18,Electronics,Headphone,north,4,30,12.3,120
1740,Success,PayPal,16-07-2022,66,Female,25,Beauty,Lip Balm,west,4,50,27,200
1793,Pending,Credit Card,11-12-2022,88,Male,54,Beauty,Moisturizer,north,1,30,10.8,30
85,Failed,Bank Transfer,03-09-2022,68,Male,31,Clothing,Shirt,west,3,50,19,150
232,Success,PayPal,12-08-2022,150,Female,43,Beauty,Moisturizer,north,1,25,12.75,25
240,Pending,Credit Card,05-11-2022,95,Female,23,Beauty,Lip Balm,west,1,300,123,300
993,Failed,Bank Transfer,07-09-2022,134,Female,48,Electronics,Light,east,3,50,17,150
1085,Success,PayPal,12-08-2022,76,Male,31,Clothing,Pant,north,3,50,17,150
1232,Pending,Credit Card,23-05-2022,146,Female,43,Beauty,Face Wash,north,1,25,6.25,25
1240,Failed,Bank Transfer,07-08-2022,144,Female,23,Beauty,Face Wash,east,1,300,90,300
1993,Success,PayPal,29-12-2022,123,Female,48,Electronics,Fan,west,3,50,26.5,150
366,Pending,Credit Card,29-10-2022,116,Male,57,Clothing,Shirt,South,2,50,17.5,100
372,Failed,Bank Transfer,19-06-2022,27,Female,24,Beauty,Face Serum,South,3,500,140,1500
596,Success,PayPal,12-02-2022,87,Female,64,Electronics,Speaker,west,1,300,93,300
936,Pending,Credit Card,05-01-2022,143,Male,57,Beauty,Moisturizer,South,4,50,19.5,200
1366,Failed,Bank Transfer,01-01-2022,25,Male,57,Clothing,Jacket,north,2,50,23.5,100
1372,Success,PayPal,18-03-2022,60,Female,24,Beauty,Face Wash,east,3,500,145,1500
1596,Pending,Credit Card,28-03-2022,7,Female,64,Electronics,Light,west,1,300,141,300
1936,Failed,Bank Transfer,19-06-2022,60,Male,57,Beauty,Moisturizer,east,4,50,12.5,200
284,Success,PayPal,12-11-2022,129,Male,43,Clothing,Shirt,South,4,50,20.5,200
434,Pending,Credit Card,26-10-2022,50,Female,43,Electronics,Speaker,west,2,25,8.25,50
775,Failed,Bank Transfer,06-05-2022,98,Female,46,Electronics,Fan,north,4,25,9.5,100
977,Success,PayPal,26-07-2022,46,Female,35,Electronics,Speaker,South,3,25,13.75,75
1284,Pending,Credit Card,16-12-2022,145,Male,43,Clothing,Pant,west,4,50,18,200
1434,Failed,Bank Transfer,04-02-2022,147,Female,43,Electronics,Light,north,2,25,7,50
1775,Success,PayPal,18-12-2022,78,Female,46,Electronics,Fan,north,4,25,13.75,100
1977,Pending,Credit Card,05-08-2022,63,Female,35,Electronics,Light,South,3,25,12,75
649,Failed,Bank Transfer,21-06-2022,44,Female,58,Clothing,Pant,west,2,300,135,600
1649,Success,PayPal,21-10-2022,72,Female,58,Clothing,Pant,west,2,300,75,600
54,Pending,Credit Card,20-10-2022,142,Female,38,Electronics,Light,South,3,500,200,1500
68,Failed,Bank Transfer,15-12-2022,146,Male,25,Electronics,Light,South,1,300,84,300
192,Success,PayPal,08-11-2022,134,Male,62,Beauty,Face Wash,west,2,50,13,100
1054,Pending,Credit Card,10-01-2022,49,Female,38,Electronics,Speaker,west,3,500,140,1500
1068,Failed,Bank Transfer,14-09-2022,136,Male,25,Electronics,Speaker,west,1,300,111,300
1192,Success,PayPal,29-03-2022,37,Male,62,Beauty,Face Wash,east,2,50,20.5,100
331,Pending,Credit Card,16-08-2022,28,Male,28,Electronics,Speaker,east,3,30,10.2,90
346,Failed,Bank Transfer,05-09-2022,38,Male,59,Clothing,Pant,north,2,500,215,1000
657,Success,PayPal,29-01-2022,46,Male,40,Clothing,Sweater,east,1,25,8,25
732,Pending,Credit Card,13-10-2022,136,Male,61,Electronics,Fan,north,2,500,250,1000
972,Failed,Bank Transfer,16-08-2022,139,Male,49,Beauty,Lip Balm,west,4,25,6.75,100
1331,Success,PayPal,15-05-2022,36,Male,28,Electronics,Speaker,South,3,30,13.8,90
1346,Pending,Credit Card,10-04-2022,112,Male,59,Clothing,Pant,South,2,500,130,1000
1657,Failed,Bank Transfer,09-08-2022,61,Male,40,Clothing,Sweater,east,1,25,8,25
1732,Success,PayPal,25-02-2022,55,Male,61,Electronics,Light,west,2,500,215,1000
1972,Pending,Credit Card,21-12-2022,5,Male,49,Beauty,Lip Balm,east,4,25,9.25,100
714,Failed,Bank Transfer,29-10-2022,20,Female,18,Clothing,Jacket,east,1,500,190,500
1714,Success,PayPal,23-11-2022,111,Female,18,Clothing,Sweater,north,1,500,245,500
193,Pending,Credit Card,27-03-2022,55,Male,35,Beauty,Lip Balm,west,3,500,180,1500
577,Failed,Bank Transfer,21-04-2022,45,Male,21,Beauty,Moisturizer,west,4,500,215,2000
848,Success,PayPal,24-01-2022,15,Female,63,Clothing,Pant,north,3,25,9.75,75
945,Pending,Credit Card,01-10-2022,120,Male,30,Beauty,Face Serum,north,1,25,13.25,25
1193,Failed,Bank Transfer,11-05-2022,50,Male,35,Beauty,Lip Balm,north,3,500,145,1500
1577,Success,PayPal,11-09-2022,145,Male,21,Beauty,Lip Balm,east,4,500,160,2000
1848,Pending,Credit Card,27-12-2022,63,Female,63,Clothing,Sweater,west,3,25,12.5,75
1945,Failed,Bank Transfer,19-04-2022,33,Male,30,Beauty,Face Wash,east,1,25,10.75,25
11,Success,PayPal,27-02-2022,151,Male,23,Clothing,Sweater,east,2,50,23.5,100
821,Pending,Credit Card,23-11-2022,40,Male,49,Electronics,Fan,north,1,300,129,300
1011,Failed,Bank Transfer,01-04-2022,15,Male,23,Clothing,Sweater,east,2,50,19,100
1821,Success,PayPal,03-10-2022,42,Male,49,Electronics,Fan,north,1,300,108,300
133,Pending,Credit Card,23-06-2022,70,Male,20,Electronics,Speaker,west,3,300,87,900
1133,Failed,Bank Transfer,05-03-2022,58,Male,20,Electronics,Headphone,east,3,300,159,900
16,Success,PayPal,25-06-2022,82,Male,19,Clothing,Sweater,west,3,500,180,1500
42,Pending,Credit Card,08-12-2022,63,Male,22,Clothing,Sweater,west,3,300,147,900
292,Failed,Bank Transfer,10-10-2022,111,Male,20,Beauty,Face Serum,west,4,300,141,1200
416,Success,PayPal,21-08-2022,55,Male,53,Electronics,Speaker,west,4,500,245,2000
584,Pending,Credit Card,31-12-2022,106,Female,27,Beauty,Lip Balm,west,4,50,16.5,200
861,Failed,Bank Transfer,30-09-2022,22,Female,41,Clothing,Shirt,north,3,30,9.6,90
1016,Success,PayPal,12-12-2022,52,Male,19,Clothing,Pant,South,3,500,200,1500
1042,Pending,Credit Card,11-02-2022,7,Male,22,Clothing,Shirt,east,3,300,150,900
1292,Failed,Bank Transfer,15-05-2022,88,Male,20,Beauty,Moisturizer,South,4,300,90,1200
1416,Success,PayPal,29-12-2022,111,Male,53,Electronics,Light,South,4,500,125,2000
1584,Pending,Credit Card,03-09-2022,62,Female,27,Beauty,Moisturizer,west,4,50,16.5,200
1861,Failed,Bank Transfer,04-07-2022,145,Female,41,Clothing,Sweater,east,3,30,10.2,90
256,Success,PayPal,09-01-2022,3,Male,23,Clothing,Pant,east,2,500,270,1000
1256,Pending,Credit Card,05-11-2022,29,Male,23,Clothing,Sweater,north,2,500,190,1000
44,Failed,Bank Transfer,03-03-2022,93,Female,22,Clothing,Sweater,South,1,25,11.75,25
257,Success,PayPal,10-12-2022,130,Male,19,Beauty,Face Wash,east,4,500,165,2000
1044,Pending,Credit Card,20-02-2022,70,Female,22,Clothing,Pant,east,1,25,7.5,25
1257,Failed,Bank Transfer,10-05-2022,29,Male,19,Beauty,Face Wash,east,4,500,255,2000
268,Success,PayPal,14-04-2022,93,Female,28,Electronics,Light,north,1,30,8.7,30
287,Pending,Credit Card,26-08-2022,88,Male,54,Clothing,Sweater,north,4,25,10,100
966,Failed,Bank Transfer,07-11-2022,119,Male,60,Electronics,Headphone,South,2,500,190,1000
1268,Success,PayPal,09-06-2022,15,Female,28,Electronics,Headphone,north,1,30,14.1,30
1287,Pending,Credit Card,13-09-2022,120,Male,54,Clothing,Shirt,South,4,25,7,100
1966,Failed,Bank Transfer,20-07-2022,74,Male,60,Electronics,Headphone,west,2,500,200,1000
70,Success,PayPal,27-12-2022,147,Female,43,Clothing,Sweater,north,1,300,84,300
371,Pending,Credit Card,18-12-2022,32,Female,20,Beauty,Lip Balm,west,1,25,13,25
900,Failed,Bank Transfer,10-11-2022,130,Male,21,Clothing,Shirt,South,2,30,15.6,60
1070,Success,PayPal,14-07-2022,102,Female,43,Clothing,Pant,South,1,300,120,300
1371,Pending,Credit Card,06-05-2022,41,Female,20,Beauty,Lip Balm,east,1,25,13.5,25
1900,Failed,Bank Transfer,21-01-2022,65,Male,21,Clothing,Jacket,South,2,30,10.8,60
8,Success,PayPal,27-12-2022,148,Male,30,Electronics,Speaker,South,4,25,11,100
41,Pending,Credit Card,11-10-2022,88,Male,34,Clothing,Shirt,South,2,25,13.25,50
454,Failed,Bank Transfer,12-03-2022,13,Female,46,Beauty,Face Wash,north,1,25,13,25
780,Success,PayPal,06-07-2022,107,Male,52,Electronics,Fan,north,2,25,13.25,50
920,Pending,Credit Card,20-08-2022,99,Female,28,Beauty,Face Wash,east,3,25,6.75,75
1008,Failed,Bank Transfer,10-01-2022,116,Male,30,Electronics,Fan,east,4,25,13,100
1041,Success,PayPal,10-05-2022,74,Male,34,Clothing,Shirt,South,2,25,11,50
1454,Pending,Credit Card,25-06-2022,22,Female,46,Beauty,Lip Balm,South,1,25,6.75,25
1780,Failed,Bank Transfer,11-12-2022,32,Male,52,Electronics,Headphone,east,2,25,10.5,50
1920,Success,PayPal,24-10-2022,23,Female,28,Beauty,Lip Balm,west,3,25,9.25,75
396,Pending,Credit Card,15-12-2022,29,Female,55,Beauty,Lip Balm,west,1,30,10.8,30
1396,Failed,Bank Transfer,07-06-2022,9,Female,55,Beauty,Face Wash,South,1,30,8.4,30
168,Success,PayPal,29-04-2022,138,Male,53,Clothing,Pant,South,1,300,102,300
400,Pending,Credit Card,08-03-2022,2,Male,53,Clothing,Pant,north,4,50,24,200
611,Failed,Bank Transfer,21-07-2022,11,Male,51,Beauty,Lip Balm,east,3,500,180,1500
