transactions_id,status,mode,Sale_Date,customer_id,gender,age,category,product,region,quantiy,price_per_unit,cogs,total_sale
195,Failed,Bank Transfer,14-08-2022,10,Male,52.0,Clothing,Shirt,north,1.0,30.0,9.3,30.0
333,Success,PayPal,06-10-2022,21,Female,54.0,Electronics,Fan,east,4.0,300.0,99.0,1200.0
379,Pending,Credit Card,01-06-2022,76,Female,47.0,Clothing,Pant,north,1.0,25.0,8.5,25.0
490,Failed,Bank Transfer,27-01-2022,43,Male,34.0,Clothing,Sweater,west,3.0,50.0,18.5,150.0
530,Success,PayPal,01-05-2022,8,Female,18.0,Electronics,Light,west,4.0,30.0,9.0,120.0
740,Pending,Credit Card,01-12-2022,33,Female,25.0,Beauty,Lip Balm,east,4.0,50.0,13.0,200.0
793,Failed,Bank Transfer,27-05-2022,1,Male,54.0,Beauty,Face Wash,north,1.0,30.0,14.7,30.0
1063,Success,PayPal,04-08-2022,56,Male,57.0,Electronics,Fan,east,2.0,25.0,11.0,50.0
1195,Pending,Credit Card,21-09-2022,55,Male,52.0,Clothing,Sweater,South,1.0,30.0,12.0,30.0
1333,Failed,Bank Transfer,01-11-2022,151,Female,54.0,Electronics,Headphone,South,4.0,300.0,165.0,1200.0
1379,Success,PayPal,02-01-2022,69,Female,47.0,Clothing,Sweater,South,1.0,25.0,7.25,25.0
1490,Pending,Credit Card,26-10-2022,155,Male,34.0,Clothing,Jacket,east,3.0,50.0,17.0,150.0
1530,Failed,Bank Transfer,10-12-2022,93,Female,18.0,Electronics,Headphone,north,4.0,30.0,12.3,120.0
1740,Success,PayPal,16-07-2022,66,Female,25.0,Beauty,Lip Balm,west,4.0,50.0,27.0,200.0
1793,Pending,Credit Card,11-12-2022,88,Male,54.0,Beauty,Moisturizer,north,1.0,30.0,10.8,30.0
85,Failed,Bank Transfer,03-09-2022,68,Male,31.0,Clothing,Shirt,west,3.0,50.0,19.0,150.0
232,Success,PayPal,12-08-2022,150,Female,43.0,Beauty,Moisturizer,north,1.0,25.0,12.75,25.0
240,Pending,Credit Card,05-11-2022,95,Female,23.0,Beauty,Lip Balm,west,1.0,300.0,123.0,300.0
993,Failed,Bank Transfer,07-09-2022,134,Female,48.0,Electronics,Light,east,3.0,50.0,17.0,150.0
1085,Success,PayPal,12-08-2022,76,Male,31.0,Clothing,Pant,north,3.0,50.0,17.0,150.0
1232,Pending,Credit Card,23-05-2022,146,Female,43.0,Beauty,Face Wash,north,1.0,25.0,6.25,25.0
1240,Failed,Bank Transfer,07-08-2022,144,Female,23.0,Beauty,Face Wash,east,1.0,300.0,90.0,300.0
1993,Success,PayPal,29-12-2022,123,Female,48.0,Electronics,Fan,west,3.0,50.0,26.5,150.0
366,Pending,Credit Card,29-10-2022,116,Male,57.0,Clothing,Shirt,South,2.0,50.0,17.5,100.0
372,Failed,Bank Transfer,19-06-2022,27,Female,24.0,Beauty,Face Serum,South,3.0,500.0,140.0,1500.0
596,Success,PayPal,12-02-2022,87,Female,64.0,Electronics,Speaker,west,1.0,300.0,93.0,300.0
936,Pending,Credit Card,05-01-2022,143,Male,57.0,Beauty,Moisturizer,South,4.0,50.0,19.5,200.0
1366,Failed,Bank Transfer,01-01-2022,25,Male,57.0,Clothing,Jacket,north,2.0,50.0,23.5,100.0
1372,Success,PayPal,18-03-2022,60,Female,24.0,Beauty,Face Wash,east,3.0,500.0,145.0,1500.0
1596,Pending,Credit Card,28-03-2022,7,Female,64.0,Electronics,Light,west,1.0,300.0,141.0,300.0
1936,Failed,Bank Transfer,19-06-2022,60,Male,57.0,Beauty,Moisturizer,east,4.0,50.0,12.5,200.0
284,Success,PayPal,12-11-2022,129,Male,43.0,Clothing,Shirt,South,4.0,50.0,20.5,200.0
434,Pending,Credit Card,26-10-2022,50,Female,43.0,Electronics,Speaker,west,2.0,25.0,8.25,50.0
775,Failed,Bank Transfer,06-05-2022,98,Female,46.0,Electronics,Fan,north,4.0,25.0,9.5,100.0
977,Success,PayPal,26-07-2022,46,Female,35.0,Electronics,Speaker,South,3.0,25.0,13.75,75.0
1284,Pending,Credit Card,16-12-2022,145,Male,43.0,Clothing,Pant,west,4.0,50.0,18.0,200.0
1434,Failed,Bank Transfer,04-02-2022,147,Female,43.0,Electronics,Light,north,2.0,25.0,7.0,50.0
1775,Success,PayPal,18-12-2022,78,Female,46.0,Electronics,Fan,north,4.0,25.0,13.75,100.0
1977,Pending,Credit Card,05-08-2022,63,Female,35.0,Electronics,Light,South,3.0,25.0,12.0,75.0
649,Failed,Bank Transfer,21-06-2022,44,Female,58.0,Clothing,Pant,west,2.0,300.0,135.0,600.0
1649,Success,PayPal,21-10-2022,72,Female,58.0,Clothing,Pant,west,2.0,300.0,75.0,600.0
54,Pending,Credit Card,20-10-2022,142,Female,38.0,Electronics,Light,South,3.0,500.0,200.0,1500.0
68,Failed,Bank Transfer,15-12-2022,146,Male,25.0,Electronics,Light,South,1.0,300.0,84.0,300.0
192,Success,PayPal,08-11-2022,134,Male,62.0,Beauty,Face Wash,west,2.0,50.0,13.0,100.0
1054,Pending,Credit Card,10-01-2022,49,Female,38.0,Electronics,Speaker,west,3.0,500.0,140.0,1500.0
1068,Failed,Bank Transfer,14-09-2022,136,Male,25.0,Electronics,Speaker,west,1.0,300.0,111.0,300.0
1192,Success,PayPal,29-03-2022,37,Male,62.0,Beauty,Face Wash,east,2.0,50.0,20.5,100.0
331,Pending,Credit Card,16-08-2022,28,Male,28.0,Electronics,Speaker,east,3.0,30.0,10.2,90.0
346,Failed,Bank Transfer,05-09-2022,38,Male,59.0,Clothing,Pant,north,2.0,500.0,215.0,1000.0
657,Success,PayPal,29-01-2022,46,Male,40.0,Clothing,Sweater,east,1.0,25.0,8.0,25.0
732,Pending,Credit Card,13-10-2022,136,Male,61.0,Electronics,Fan,north,2.0,500.0,250.0,1000.0
972,Failed,Bank Transfer,16-08-2022,139,Male,49.0,Beauty,Lip Balm,west,4.0,25.0,6.75,100.0
1331,Success,PayPal,15-05-2022,36,Male,28.0,Electronics,Speaker,South,3.0,30.0,13.8,90.0
1346,Pending,Credit Card,10-04-2022,112,Male,59.0,Clothing,Pant,South,2.0,500.0,130.0,1000.0
1657,Failed,Bank Transfer,09-08-2022,61,Male,40.0,Clothing,Sweater,east,1.0,25.0,8.0,25.0
1732,Success,PayPal,25-02-2022,55,Male,61.0,Electronics,Light,west,2.0,500.0,215.0,1000.0
1972,Pending,Credit Card,21-12-2022,5,Male,49.0,Beauty,Lip Balm,east,4.0,25.0,9.25,100.0
714,Failed,Bank Transfer,29-10-2022,20,Female,18.0,Clothing,Jacket,east,1.0,500.0,190.0,500.0
1714,Success,PayPal,23-11-2022,111,Female,18.0,Clothing,Sweater,north,1.0,500.0,245.0,500.0
193,Pending,Credit Card,27-03-2022,55,Male,35.0,Beauty,Lip Balm,west,3.0,500.0,180.0,1500.0
577,Failed,Bank Transfer,21-04-2022,45,Male,21.0,Beauty,Moisturizer,west,4.0,500.0,215.0,2000.0
848,Success,PayPal,24-01-2022,15,Female,63.0,Clothing,Pant,north,3.0,25.0,9.75,75.0
945,Pending,Credit Card,01-10-2022,120,Male,30.0,Beauty,Face Serum,north,1.0,25.0,13.25,25.0
1193,Failed,Bank Transfer,11-05-2022,50,Male,35.0,Beauty,Lip Balm,north,3.0,500.0,145.0,1500.0
1577,Success,PayPal,11-09-2022,145,Male,21.0,Beauty,Lip Balm,east,4.0,500.0,160.0,2000.0
1848,Pending,Credit Card,27-12-2022,63,Female,63.0,Clothing,Sweater,west,3.0,25.0,12.5,75.0
1945,Failed,Bank Transfer,19-04-2022,33,Male,30.0,Beauty,Face Wash,east,1.0,25.0,10.75,25.0
11,Success,PayPal,27-02-2022,151,Male,23.0,Clothing,Sweater,east,2.0,50.0,23.5,100.0
821,Pending,Credit Card,23-11-2022,40,Male,49.0,Electronics,Fan,north,1.0,300.0,129.0,300.0
1011,Failed,Bank Transfer,01-04-2022,15,Male,23.0,Clothing,Sweater,east,2.0,50.0,19.0,100.0
1821,Success,PayPal,03-10-2022,42,Male,49.0,Electronics,Fan,north,1.0,300.0,108.0,300.0
